account_id,customer_name,date_of_birth,postcode,region,creditor,debt_type,original_balance,current_balance,interest_rate_pct,default_date,account_status,vulnerability_flag,dsar_requested,marketing_consent,assigned_agent
DC100436,Geoffrey Vincent,1963-12-08,B2D 5UU,Wales,Summit Consumer Credit,Overdraft,13662.74,13662.74,21.94,2025-07-23,Closed,None,N,Unknown,Alan B.
DC100992,Joan Stevens,,S1T 3YZ,Midlands,Kestrel Bank,Store Card,9032.94,2391.75,22.38,2024-12-13,Open,None,N,N,Caroline C.
DC100667,JOEL DICKINSON,18/09/1996,,East Anglia,Aurora Credit Ltd,Rent Arrears,9202.48,2649.27,4.82,19/01/2026,Open,,N,,Amelia P.
DC100508,Shaun Ellis,,SM2E 1BP,South East,Yorkshire Utilities Group,Personal Loan,5971.38,1420.16,,2026-07-14,Legal Action,None,N,N,Beverley C.
DC100452,Jodie Hall,20/06/1978,M61 9RP,,Summit Consumer Credit,Council Tax,9849.95,9849.95,,10/12/2025,Open,None,N,N,Olivia B.
DC100250,Amber Smith,1960-10-15,W0B 6FS,,Vantage Home Finance,Mobile Phone Contract,8614.91,452.25,21.01,2024-05-02,In Arrangement,None,N,Y,Marc G.
DC100293,Daniel Wright,,TQ0P 8ZB,Scotland,Northbridge Finance,Store Card,2637.5,804.3,17.13,2024-02-27,Closed,None,N,Y,Marilyn T.
DC100330,Suzanne Dale,1943-07-25,NN81 3QH,Midlands,Aurora Credit Ltd,Council Tax,2284.21,2284.21,6.61,18/12/2024,Written Off,None,N,N,Amy H.
DC101071,Garry Wallace,1969-06-23,HA3X 6AS,Yorkshire,Yorkshire Utilities Group,Mobile Phone Contract,11883.09,8395.98,,2024-12-15,Open,None,N,Unknown,Amy P.
DC100015,Gerald Bailey,1988-11-08,B5 8JL,North West,Yorkshire Utilities Group,Mobile Phone Contract,14942.03,14942.03,13.1,14-12-2022,Open,Bereavement,N,Y,Aimee J.
DC100297,Jean Walker,09/07/1987,B01 9UF,,Vantage Home Finance,Overdraft,13782.92,13782.92,20.19,2024-08-08,Open,None,N,N,George M.
DC100009,Carl Johnson,,S6 8LX,Wales,Hallgate Bank,Personal Loan,10394.53,2983.76,1.91,2024-05-17,In Arrangement,None,Y,N,Mark D.
DC100705,Vanessa Lees,1949-12-14,LU1Y 3YZ,North West,Hallgate Bank,Overdraft,8009.15,4303.4,23.66,24/10/2024,On Hold,None,N,Y,Gary G.
DC100991,Paula Wallace,1944-03-12,L7 7DU,North West,Hallgate Bank,Credit Card,14740.43,6591.94,14.49,2025-10-25,Written Off,None,N,N,Joe S.
DC100858,Sam Barnes,17-12-1985,LN5H 1GR,Yorkshire,Northbridge Finance,Catalogue Debt,5559.96,1505.62,14.62,04/09/2024,Open,None,N,N,Emily P.
DC100219,Elizabeth Patel,1945-11-09,S8 5TU,North West,Hallgate Bank,Utility Arrears,13538.88,5418.07,16.12,2025-11-01,Disputed,None,Y,Unknown,Toby J.
DC100325,MOHAMMED PAGE,1993-04-22,BR3X 6EH,North East,Meridian Telecom,Store Card,5272.07,3647.82,24.09,2024-10-23,In Arrangement,None,N,Y,Shannon N.
DC100604,Janet Wood,1991-01-17,M3B 8PG,,Meridian Telecom,Overdraft,2061.78,1016.52,9.06,2023-03-20,Open,None,N,N,Daniel D.
DC100478,Eileen Green,1977-01-28,W4 2XB,,Vantage Home Finance,Rent Arrears,11740.62,10490.92,13.22,2026-06-27,Closed,None,N,Y,Jacqueline B.
DC100530,Amelia Wright,,N66 8JS,East Anglia,Aurora Credit Ltd,Overdraft,14910.06,14910.06,16.94,22/06/2026,Disputed,None,N,Y,Nathan C.
DC100539,Alan Rhodes,29/07/1978,,Midlands,Northbridge Finance,Catalogue Debt,4236.44,2601.93,16.87,02/03/2026,Closed,None,Y,Y,Janet J.
DC100961,Andrew Williams,18-12-1960,N0 3GD,London,Pinnacle Retail Finance,Council Tax,9110.34,9110.34,12.65,2022-11-10,Legal Action,None,N,Y,Eleanor G.
DC101069,Dennis Hughes,24/07/1979,S3 4AJ,Scotland,Yorkshire Utilities Group,Mobile Phone Contract,12008.46,203.72,12.61,2025-02-14,Closed,None,N,Y,Katy B.
DC100853,Gregory Harris,1947-07-11,SG4 6ET,,Hallgate Bank,Overdraft,8632.6,8632.6,16.56,2025-01-10,Open,None,N,Y,Helen B.
DC100714,Dominic Newman,05-05-1941,E2G 2BE,Scotland,Yorkshire Utilities Group,Rent Arrears,8959.88,6241.72,,07/25/2025,In Arrangement,None,Y,N,Susan S.
DC100267,Max Armstrong,1950-12-31,E5 9JX,Wales,Meridian Telecom,Credit Card,1773.35,963.11,15.43,2025-06-13,On Hold,None,N,Y,Benjamin G.
DC100118,Louise Morrison,20/11/1991,L47 5YT,,Northbridge Finance,Personal Loan,10503.96,7353.04,11.28,10/16/2025,Open,,N,N,Bethany M.
DC100096,Rita Clark,03/30/1985,L6H 6PT,East Anglia,Hallgate Bank,Credit Card,431.22,431.22,15.51,2026-02-27,In Arrangement,None,N,,Tracey S.
DC100951,Dennis Williams,1989-12-18,N0H 5EU,East Anglia,Leeds City Council,Mobile Phone Contract,13754.64,13754.64,10.78,2023-04-29,Closed,None,N,Y,Georgina H.
DC101143,Christopher Smith,1978-02-25,DY5R 5QX,East Anglia,Vantage Home Finance,Utility Arrears,14237.12,6133.41,22.04,2026-05-31,Open,None,N,N,Hannah N.
DC101044,Oliver Johnston,1946-11-15,W2U 3LU,South East,Yorkshire Utilities Group,Rent Arrears,1550.25,438.01,26.11,2024-04-24,In Arrangement,None,N,Y,Bruce H.
DC100595,Clive Finch,18/07/2001,N6 9JE,Scotland,Hallgate Bank,Catalogue Debt,6297.64,6297.64,,05-11-2022,Open,,N,Y,Chelsea W.
DC100300,Max Shaw,1947-01-16,E66 4RU,Scotland,Kestrel Bank,Store Card,1248.86,278.36,,30/11/2025,Closed,None,N,Y,Emily B.
DC100494,Glenn Lloyd,1960-10-16,PO2W 1SW,London,Vantage Home Finance,Personal Loan,12860.9,7319.12,16.95,03-05-2023,Written Off,None,N,Y,Wendy T.
DC100704,Ronald Mitchell,1985-08-02,SP02 6LJ,Midlands,Pinnacle Retail Finance,Council Tax,7221.39,7221.39,18.22,2023-01-26,Written Off,None,N,Y,Douglas K.
DC100383,Ryan Sheppard,1998-01-31,M6 8UG,South West,Aurora Credit Ltd,Personal Loan,3009.45,666.44,,2026-06-13,Open,None,N,N,Alex B.
DC100086,Chelsea Mills,1982-03-17,UB7Y 6EF,Midlands,Vantage Home Finance,Personal Loan,7486.23,4784.48,,2025-04-04,Closed,,N,N,Jordan H.
DC100713,Kimberley Taylor,27/05/1944,LE2 7UN,,Summit Consumer Credit,Overdraft,13484.23,8189.88,3.37,20/05/2026,Closed,None,N,Y,Jacob K.
DC100757,Max Martin,20-07-1983,CV73 5FU,East Anglia,Summit Consumer Credit,Catalogue Debt,11170.35,11170.35,23.27,01/31/2026,Open,None,N,N,Colin H.
DC100749,,17/06/1954,G3 8LX,North West,Yorkshire Utilities Group,Utility Arrears,9193.19,5817.53,22.56,2025-07-18,Closed,None,N,Y,Denis B.
DC100388,Declan Begum,2008-07-07,N2 2UJ,Wales,Vantage Home Finance,Credit Card,4736.39,1680.66,15.6,2025-03-03,Open,Physical Health,N,N,Elliott R.
DC100937,Terry Gibson,1977-09-20,B55 9QW,Midlands,Hallgate Bank,Mobile Phone Contract,12670.99,7360.83,5.58,29/07/2026,Open,None,N,,Stephen S.
DC100918,Peter Simmons,04/07/1956,E4F 1EX,Wales,Kestrel Bank,Rent Arrears,2699.4,2699.4,26.53,2024-03-03,Legal Action,,N,Y,Leslie M.
DC100259,Anna Webb,18-06-1974,L5 2DP,Scotland,Yorkshire Utilities Group,Catalogue Debt,423.07,176.42,,2024-01-07,Open,None,N,Y,Katie B.
DC101180,Abigail Williams,1971-01-02,EN53 5LU,London,Vantage Home Finance,Catalogue Debt,2272.4,1324.93,3.03,19-05-2024,Open,None,N,N,Charles T.
DC100240,Dominic Hope,1977-11-20,,North West,Kestrel Bank,Utility Arrears,10316.91,7379.92,19.04,2025-11-03,Written Off,None,N,Y,Albert W.
DC101040,Rachael Oliver,1967-07-01,RM7 9WB,,Leeds City Council,Catalogue Debt,6382.52,3687.69,15.81,2025-08-21,Disputed,None,N,N,Tracey B.
DC100774,Stephanie Walsh,05-09-1967,NR49 3SG,London,Vantage Home Finance,Store Card,11387.83,10208.4,22.36,2024-05-19,Written Off,None,N,,Abdul S.
DC100481,LUKE STEVENSON,1955-02-12,,Midlands,Hallgate Bank,Store Card,11906.16,5448.61,9.19,2025-04-13,Legal Action,None,N,Y,Wendy L.
DC100308,Jasmine Foster,1989-06-15,CH13 5QN,Midlands,Vantage Home Finance,Credit Card,10431.52,8280.96,21.44,02/22/2024,Disputed,None,N,Y,Lorraine B.
DC100001,Ruth Griffiths,23/02/1991,E81 0AD,Wales,Aurora Credit Ltd,Overdraft,521.41,521.41,,2023-09-06,In Arrangement,None,N,Y,Charlie B.
DC100587,Francesca Smith,1997-12-25,L1E 2US,Midlands,Hallgate Bank,Credit Card,11782.97,11782.97,26.79,2026-01-31,Written Off,None,N,N,Daniel C.
DC100235,Marcus Edwards,08-12-1979,ML50 9GQ,North East,Pinnacle Retail Finance,Rent Arrears,4805.21,1667.34,12.38,2023-01-09,In Arrangement,None,N,Y,Charles S.
DC101059,Karen Green,1940-11-02,B5 4AY,East Anglia,Vantage Home Finance,Personal Loan,6139.1,6139.1,3.56,31/07/2026,Open,None,N,Y,Lynne P.
DC101133,,01/04/1999,M7 9GE,Midlands,Aurora Credit Ltd,Store Card,7762.55,1740.57,3.34,2026-06-06,Open,None,N,N,Alexander C.
DC100185,Charlie Lowe,06/02/1966,PO7X 0AX,North East,Meridian Telecom,Personal Loan,862.21,768.99,14.18,21/02/2025,Open,None,N,N,Lynn A.
DC100145,Adrian Phillips,1957-07-31,IP9 3GP,,Summit Consumer Credit,Overdraft,4043.45,4043.45,12.03,2023-02-06,Written Off,None,N,N,Melissa A.
DC100493,Julia Evans,23-01-1959,B4 1TT,London,Yorkshire Utilities Group,Utility Arrears,4458.27,3782.67,4.82,2024-01-14,On Hold,None,N,N,Samantha T.
DC100409,Gerard Brown,,LN05 8HH,London,Yorkshire Utilities Group,Rent Arrears,6590.71,6590.71,11.19,2023-02-27,On Hold,None,N,,Janice N.
DC100907,Gerald Clark,2000-08-15,KT7 3SE,East Anglia,Summit Consumer Credit,Council Tax,8563.73,142.11,3.62,2025-09-05,Disputed,None,N,Y,Edward H.
DC100262,Stuart Ford,1952-04-15,BS8B 9ZU,London,Vantage Home Finance,Utility Arrears,5825.78,229.5,9.34,2024-03-11,In Arrangement,None,N,Y,Geraldine H.
DC100700,Amelia Alexander,1997-07-13,E8 3QT,South West,Hallgate Bank,Store Card,10409.34,6144.3,4.25,2026-05-06,Closed,None,N,Y,Marian H.
DC100296,Geoffrey McKenzie,,WA8 5SN,South West,Northbridge Finance,Catalogue Debt,8057.93,4997.52,13.42,02/08/2025,Closed,None,N,Unknown,Shaun T.
DC100799,Lynn Palmer,1954-01-08,N7 6AQ,South West,Aurora Credit Ltd,Rent Arrears,9518.06,9518.06,22.5,23-07-2024,Open,None,N,Y,Francis B.
DC100278,Elaine Fox,1964-07-03,SW1 0RB,Scotland,Pinnacle Retail Finance,Credit Card,12659.73,5431.26,2.6,2023-05-12,In Arrangement,None,N,Y,Ben D.
DC100801,Maureen Perry,,S3J 3ZR,London,Pinnacle Retail Finance,Mobile Phone Contract,6166.97,6166.97,10.95,2024-01-13,Open,None,N,N,Lee R.
DC100852,Gail Williams,06/23/1985,B22 2WX,South West,Summit Consumer Credit,Personal Loan,3178.76,3178.76,5.29,2023-03-16,Disputed,None,N,Y,Marc J.
DC100960,Adam Gregory,25/05/1987,SK4 8LG,South East,Vantage Home Finance,Mobile Phone Contract,2919.33,799.15,25.71,17/09/2023,Written Off,None,N,Unknown,Billy E.
DC100740,Georgina Hughes,30/01/1987,MK62 1AF,,Meridian Telecom,Council Tax,1193.66,1065.39,,2023-03-22,Open,None,N,Y,Dean W.
DC100747,Aimee Brown,1978-03-30,HX5 3LH,Midlands,Leeds City Council,Rent Arrears,3592.46,3592.46,12.66,05/02/2026,In Arrangement,None,N,Y,Fiona C.
DC100066,Ricky Clayton,1980-07-10,CA75 5PE,South East,Kestrel Bank,Store Card,8664.99,2517.19,27.5,2025-03-17,Open,None,N,N,Shaun S.
DC100352,Pamela Carpenter,28/09/1978,OX5 2EJ,London,Kestrel Bank,Store Card,14673.19,14673.19,26.3,2024-08-13,Legal Action,None,N,Y,Katie G.
DC100888,Kieran Palmer,28-07-2008,,North West,Summit Consumer Credit,Utility Arrears,12700.15,6730.49,17.78,11/01/2023,On Hold,Bereavement,N,N,Lee J.
DC101150,Dylan Fisher,06/08/1988,S1A 9AW,South East,Northbridge Finance,Council Tax,339.08,170.83,22.65,27/06/2024,In Arrangement,None,N,Y,Louise R.
DC100761,John Andrews,12/15/1947,WF1 2UY,,Pinnacle Retail Finance,Personal Loan,181.0,181.0,,2025-08-09,In arrangement,None,N,Y,Louise S.
DC100184,Joanna Scott,2005-10-24,B0 2JD,London,Yorkshire Utilities Group,Utility Arrears,5484.88,4451.39,0.66,09/10/2024,On Hold,None,N,Y,Lindsey H.
DC100003,Robin Andrews,1963-08-11,N5 0TX,Yorkshire,Yorkshire Utilities Group,Catalogue Debt,12466.66,4755.78,25.57,31/01/2023,In Arrangement,None,N,Y,Harry S.
DC100332,Liam Harris,1945-04-21,PA7N 2JE,North West,Aurora Credit Ltd,Credit Card,3514.63,3514.63,22.64,2023-02-08,Open,None,N,Y,Glen B.
DC101041,Teresa Morris,31-01-1970,G05 4SA,Yorkshire,Vantage Home Finance,Utility Arrears,11379.15,939.43,16.04,12-04-2026,In Arrangement,None,N,Unknown,Caroline B.
DC101148,Conor Harrison,1999-04-14,E6T 7AR,Wales,Northbridge Finance,Mobile Phone Contract,4026.13,379.49,3.94,23-03-2024,On Hold,None,Y,N,Ian H.
DC100812,Russell Watson,23-11-1973,PH45 9RS,East Anglia,Summit Consumer Credit,Utility Arrears,14954.45,12042.73,,2026-03-07,Open,None,N,Y,Marc S.
DC100222,Charles Williams,1940-10-07,G42 1QL,South West,Kestrel Bank,Personal Loan,2803.99,1236.3,13.35,22/06/2026,In arrangement,None,N,Y,Jake P.
DC101052,Alexander Nicholls,1970-07-01,G0 8BQ,Scotland,Aurora Credit Ltd,Utility Arrears,1528.72,1528.72,27.32,2025-01-13,Open,Mental Health,N,Y,Lesley T.
DC100047,Bruce Wilson,22/05/1945,B3 0ZF,Wales,Northbridge Finance,Personal Loan,12911.23,12911.23,20.46,2026-06-21,In Arrangement,None,N,Y,Shane C.
DC100794,Frances Stevenson,1976-02-17,WA27 0HH,Wales,Summit Consumer Credit,Mobile Phone Contract,6313.53,3569.55,4.71,2022-09-26,Open,None,N,N,Emily B.
DC100306,Dawn Williams,1948-10-17,BA1P 0XX,,Meridian Telecom,Mobile Phone Contract,7532.58,7532.58,20.45,2024-09-01,Written Off,None,N,Y,David M.
DC101137,Ian Stephenson,11/03/1997,B1 4UH,Midlands,Northbridge Finance,Council Tax,2696.63,1423.15,13.64,2024-05-03,Open,None,N,N,Vincent J.
DC100832,Denis Todd,1988-09-20,E2 4JG,East Anglia,Summit Consumer Credit,Overdraft,3549.29,886.36,27.72,07/11/2023,Open,None,N,N,Guy D.
DC100270,Jill Williams,2008-07-15,M5T 1RX,Yorkshire,Meridian Telecom,Catalogue Debt,5127.62,659.9,22.98,2025-03-06,Open,None,N,N,Patricia F.
DC100920,Derek Sims,1987-07-29,M3 8UP,North West,Northbridge Finance,Mobile Phone Contract,13305.74,11852.66,24.43,2025-01-24,Open,None,N,Y,Naomi S.
DC100385,Gavin Jones,1987-01-22,CW0 4UN,Scotland,Northbridge Finance,Rent Arrears,13837.21,12193.82,11.11,11-12-2023,Open,None,N,Y,Joe E.
DC100450,Francesca Hammond,1961-04-07,S3K 8GU,East Anglia,Aurora Credit Ltd,Utility Arrears,2300.62,1798.77,29.38,2024-07-11,In Arrangement,None,N,Y,Jacqueline C.
DC100702,Tracey Cox,1994-09-17,SE16 9HF,North West,Aurora Credit Ltd,Mobile Phone Contract,6611.35,981.14,18.17,2024-02-01,In Arrangement,None,N,N,Maria H.
DC100498,Andrew Jones,1961-06-14,B7H 6GQ,London,Hallgate Bank,Personal Loan,6581.75,6581.75,1.14,23-06-2025,Closed,None,N,N,Kayleigh H.
DC100188,Jonathan Lambert,1999-01-30,S6 8UB,Yorkshire,Northbridge Finance,Utility Arrears,12805.89,8193.02,5.1,2025-09-11,Closed,None,N,Y,Kim P.
DC100655,Sarah Hutchinson,1960-09-30,E4D 1DQ,Yorkshire,Aurora Credit Ltd,Catalogue Debt,3733.2,,21.9,08/09/2024,In Arrangement,None,N,N,Ian K.
DC100162,,1995-09-21,LE4Y 0PN,,Vantage Home Finance,Utility Arrears,10651.67,4665.67,21.95,2024-01-07,In Arrangement,None,N,Y,Kirsty D.
DC100777,Mandy Marsh,15-07-1963,E13 4HX,Scotland,Leeds City Council,Overdraft,5198.13,5198.13,,2023-08-29,Disputed,None,N,Y,Reece D.
DC100597,Kathryn John,1999-02-03,B8B 1HQ,,Vantage Home Finance,Credit Card,9522.04,4997.07,3.13,2023-02-13,Closed,None,N,Unknown,Charles B.
DC100365,Guy Conway,1941-07-11,E5F 2XL,Scotland,Vantage Home Finance,Utility Arrears,14323.32,14323.32,2.87,2023-07-19,Written Off,None,N,Y,Frank P.
DC100343,Catherine Kelly,08/09/1951,L0 9YG,Yorkshire,Hallgate Bank,Credit Card,705.06,241.29,11.29,26/12/2025,Disputed,None,N,N,Aaron J.
DC100649,Karen Stephens,1969-12-06,L8 2PJ,North West,Summit Consumer Credit,Utility Arrears,8324.4,5862.76,28.14,19/03/2025,Closed,None,N,Y,Alexander J.
DC100628,Bethan Robinson,16/03/1949,W03 4QH,South East,Summit Consumer Credit,Store Card,2862.44,633.2,8.97,04/03/2024,Open,None,N,N,George W.
DC100391,Dean Patterson,1996-06-10,AB86 0ZQ,North West,Leeds City Council,Credit Card,11319.19,4685.82,16.54,2024-11-04,Written Off,None,N,Y,Jasmine S.
DC100659,Nicole Holland,04-03-1950,ST0 5PJ,North East,Aurora Credit Ltd,Mobile Phone Contract,9777.06,2535.15,16.09,22/02/2026,Written Off,None,N,Unknown,Samantha P.
DC101167,Joyce Vincent,1989-03-07,,South West,Northbridge Finance,Utility Arrears,602.68,596.36,23.91,20/11/2024,In Arrangement,None,N,N,Russell A.
DC100366,Molly Ward,24/03/1953,SN55 4TG,,Yorkshire Utilities Group,Utility Arrears,2917.38,2917.38,15.77,19/05/2024,Disputed,,N,Y,Alexandra C.
DC100769,Bernard Cooper,1980-03-24,,London,Vantage Home Finance,Catalogue Debt,12546.81,12546.81,0.13,16/05/2024,On Hold,None,N,Y,Linda D.
DC100802,Melissa Mahmood,07/08/2004,DD6N 6JE,Yorkshire,Vantage Home Finance,Rent Arrears,6241.22,898.58,1.93,2024-04-01,In Arrangement,None,N,Y,Carolyn R.
DC100599,Thomas Smith,1995-09-29,G1E 6QJ,Wales,Kestrel Bank,Catalogue Debt,6401.64,1446.31,28.86,01/22/2024,Closed,None,N,Y,Derek M.
DC100582,Jordan Lewis,06/13/1975,,North West,Meridian Telecom,Personal Loan,10676.69,5184.27,22.63,2024-05-04,In arrangement,None,N,N,Stephanie B.
DC100069,Gerard Williams,1988-03-15,PL3Y 4XA,East Anglia,Summit Consumer Credit,Credit Card,9723.3,9723.3,24.21,2023-03-13,In Arrangement,None,N,Y,Lynn M.
DC100224,Jenna Wilson,1986-12-17,HR1P 7DJ,Wales,Leeds City Council,Council Tax,2752.78,,,2022-10-04,Legal Action,Bereavement,N,N,Jacqueline A.
DC100389,Leah Peacock,1995-07-01,B65 4BU,East Anglia,Northbridge Finance,Store Card,12607.92,12607.92,0.7,2024-06-09,Disputed,None,N,Y,Diana W.
DC100972,Joanne Walton,,M5U 1PW,South West,Leeds City Council,Catalogue Debt,2504.31,1036.55,13.64,2023-07-29,Open,None,N,N,Paula K.
DC101083,Carolyn Shaw,,N36 6TT,Scotland,Kestrel Bank,Overdraft,14158.33,14158.33,,2026-08-04,Open,None,N,Y,Louise W.
DC100502,Kimberley Carr,07/07/1988,N54 4BD,London,Meridian Telecom,Rent Arrears,9569.25,3455.3,17.97,2025-09-02,Open,None,N,Y,Christine W.
DC100253,Oliver Smith,13-02-1957,BN3W 5GG,North West,Vantage Home Finance,Overdraft,2205.36,1395.81,6.5,2024-10-23,Open,None,N,Y,Frank W.
DC100393,Katy Rice,1997-07-07,L1 3EB,,Meridian Telecom,Mobile Phone Contract,14585.41,14577.49,6.36,25/03/2023,Disputed,None,N,Y,Alexandra G.
DC100459,Jacqueline Evans,05/10/1953,W3T 6XY,Wales,Leeds City Council,Personal Loan,12346.95,6301.65,5.11,02/02/2025,In Arrangement,None,N,Y,Claire R.
DC100113,Kathryn Walsh,1966-01-28,TF59 5DP,North East,Yorkshire Utilities Group,Council Tax,13648.56,13648.56,7.16,2023-10-30,Written Off,None,N,Y,Neil B.
DC100054,Cameron Marshall,23/08/1984,E4 6JN,Scotland,Hallgate Bank,Personal Loan,13654.41,9528.18,,23/08/2024,Open,Physical Health,N,Y,Cheryl J.
DC100936,Stuart Thomas,07/09/1942,G21 1BT,North East,Pinnacle Retail Finance,Rent Arrears,3416.17,2951.29,16.24,2026-03-23,Open,None,N,N,Kim E.
DC100386,Lee Taylor,14/07/1955,KY5A 4YE,Yorkshire,Meridian Telecom,Store Card,3351.38,606.18,16.92,2023-03-01,Open,None,N,N,Hannah P.
DC100097,Neil Webster,1961-12-22,W11 1SE,London,Leeds City Council,Rent Arrears,13034.67,4161.37,28.15,20-09-2023,Open,None,N,N,Christine B.
DC100890,Connor Marshall,1970-12-25,HX15 5UZ,North West,Pinnacle Retail Finance,Mobile Phone Contract,6689.15,466.17,29.27,22/06/2026,Closed,Financial Hardship,N,Y,Bernard P.
DC100144,Gareth Webster,27/07/1989,JE2 8XE,Wales,Northbridge Finance,Mobile Phone Contract,14326.87,14326.87,3.95,2025-08-06,Disputed,None,N,N,Stanley S.
DC100315,Dorothy Ellis,28-07-1986,M6U 8EA,Midlands,Meridian Telecom,Utility Arrears,10594.07,1505.18,11.08,2026-03-23,Open,None,N,N,Margaret L.
DC100903,Diana Holmes,2001-05-25,N3 0JF,,Pinnacle Retail Finance,Catalogue Debt,13589.29,13589.29,1.6,14/11/2022,Open,None,N,N,Kate P.
DC100445,Patrick Hewitt,1995-05-25,E49 8TB,Scotland,Aurora Credit Ltd,Personal Loan,11808.47,398.56,,2024-12-20,Open,None,N,Unknown,Callum D.
DC100370,Douglas Ward,1968-09-20,PL3W 4QP,London,Meridian Telecom,Rent Arrears,10486.08,10486.08,9.0,2024-02-05,Disputed,None,N,N,Ellie D.
DC100405,Tom Barlow,31/07/1979,EX16 2FU,Yorkshire,Meridian Telecom,Mobile Phone Contract,9916.5,9916.5,5.99,2022-11-30,Written Off,None,N,N,Yvonne R.
DC100872,Lawrence Thomas,1964-07-01,M29 7ED,London,Aurora Credit Ltd,Rent Arrears,10194.04,5639.14,,2025-04-15,In Arrangement,None,N,N,Martin S.
DC100984,Jacqueline Smith,21/03/1956,M2K 4QW,Midlands,Kestrel Bank,Rent Arrears,1017.91,785.44,8.38,2026-01-20,Legal Action,Physical Health,N,Y,Georgia S.
DC100469,Naomi Taylor,07/02/1963,M9 7JY,Scotland,Yorkshire Utilities Group,Overdraft,3829.05,3245.14,21.12,2023-10-08,Open,None,N,N,Gordon R.
DC100065,Bernard Hunt,1997-07-26,,Midlands,Meridian Telecom,Rent Arrears,11497.79,11497.79,14.96,22-12-2024,Disputed,None,N,N,Naomi W.
DC101086,CLIFFORD FRANKLIN,2005-09-17,BL33 8GR,Midlands,Hallgate Bank,Rent Arrears,1909.6,456.29,17.5,2026-02-17,Closed,None,N,Unknown,Georgia W.
DC100879,Eleanor Hall,29-08-1979,M2G 3FA,,Vantage Home Finance,Catalogue Debt,1812.56,43.48,15.2,12/12/2024,In Arrangement,None,N,N,Leonard R.
DC100796,Francesca Watkins,1968-11-16,S8U 1GT,London,Kestrel Bank,Council Tax,8772.84,8772.84,15.2,2024-02-06,Disputed,None,N,N,Anne P.
DC100252,Charlotte Dixon,1942-06-30,M0 8QY,London,Yorkshire Utilities Group,Mobile Phone Contract,8997.08,4340.11,,2025-01-22,Closed,None,N,N,Donald S.
DC100217,Darren Pearce,1976-12-01,N44 8EF,South West,Vantage Home Finance,Credit Card,731.98,731.98,21.77,2025-01-22,Open,None,N,Unknown,Victoria B.
DC101061,Diana Baker,1993-03-20,BB90 4NE,Wales,Leeds City Council,Council Tax,3787.42,3595.54,3.55,15/09/2024,Written Off,,N,N,Damien R.
DC101159,Lesley Jones,17-06-1947,RG8B 2WF,South West,Northbridge Finance,Catalogue Debt,2570.69,2570.69,23.88,03/29/2024,Open,None,N,Y,Joseph J.
DC101194,Molly Nicholls,1983-01-01,E7 6WB,South West,Hallgate Bank,Catalogue Debt,5504.83,2484.68,6.27,02/11/2023,Written Off,None,N,Y,Dorothy M.
DC100301,Mohammed Clark,23-01-1988,E69 9TG,North East,Northbridge Finance,Store Card,6707.49,6707.49,19.15,13-12-2022,Open,None,N,N,Kathryn P.
DC100281,Sian Reynolds,1983-02-16,N8 4EU,Wales,Summit Consumer Credit,Personal Loan,10116.19,10116.19,10.47,2025-01-04,Open,Elderly - Support Needed,N,Y,Philip H.
DC100124,Dawn Anderson,03-11-1941,G46 9QJ,London,Hallgate Bank,Council Tax,2633.03,2633.03,4.05,27/09/2024,Written Off,None,Y,Y,Alexandra F.
DC100414,Donna White,12/09/1944,WV08 3FP,Scotland,Pinnacle Retail Finance,Overdraft,12846.74,3646.09,24.57,24/09/2023,Open,None,N,Y,Lisa M.
DC100834,John Wright,26/08/2006,WR37 0AY,North West,Vantage Home Finance,Utility Arrears,6163.28,6163.28,11.9,02/01/2025,In Arrangement,Bereavement,N,N,Gail S.
DC100283,Stanley Davies,08-10-1989,EX6 6BY,North East,Aurora Credit Ltd,Store Card,13853.34,3263.46,19.27,2025-04-15,Open,None,N,N,Lindsey T.
DC100312,Scott Webb,07/06/1985,MK6 9JL,North East,Hallgate Bank,Overdraft,3152.83,2751.75,10.27,04-02-2025,Open,None,N,N,Patricia R.
DC100651,Karen Morley,1972-04-17,NG7 7LY,South West,Hallgate Bank,Store Card,876.35,27.04,21.57,2023-12-25,Closed,None,N,Y,Joanne D.
DC100154,Amy Marshall,1968-08-17,WR02 8PU,London,Pinnacle Retail Finance,Overdraft,10498.64,10075.23,20.25,2025-10-03,Closed,None,N,,Kerry P.
DC101089,Alexander Fry,03/11/1946,DH2 4DQ,Yorkshire,Yorkshire Utilities Group,Personal Loan,9837.23,4608.17,9.18,2026-05-16,Open,None,N,Y,Sara W.
DC100074,Naomi Robinson,1974-05-28,N1W 1WT,North East,Yorkshire Utilities Group,Mobile Phone Contract,11323.01,11323.01,17.06,12/11/2022,Open,Elderly - Support Needed,N,N,Stephen W.
DC100630,Kim Frost,,DA83 1YF,North East,Leeds City Council,Credit Card,11469.01,6834.6,6.05,2024-12-13,Closed,None,N,Y,Gary C.
DC101000,Margaret Rose,20/10/1978,W41 3GP,South East,Summit Consumer Credit,Mobile Phone Contract,7611.77,514.27,28.7,2023-07-03,Disputed,None,N,Y,Catherine H.
DC101117,Terry Butler,11/03/1977,DG9W 4BH,South East,Yorkshire Utilities Group,Store Card,4328.5,1260.84,8.11,2025-12-13,Closed,None,N,N,Judith R.
DC100486,Antony Bennett,1988-10-12,KT7 3FL,South East,Northbridge Finance,Council Tax,7975.15,1781.71,0.51,17/01/2025,Open,None,N,Unknown,Zoe P.
